#name	name2
NR_103717.1	LINC01561
NM_018117.12	WDR11
NM_001320654.2	FGFR2
NR_120495.1	ATE1-AS1
NM_144587.5	BTBD16
NM_001318189.3	BTBD16
NM_001377252.1	PLEKHA1
NM_001377250.1	PLEKHA1
NM_001377258.1	PLEKHA1
NM_001001974.3	PLEKHA1
NM_001377241.1	PLEKHA1
NM_001377245.1	PLEKHA1
NM_001377237.1	PLEKHA1
NM_001377230.1	PLEKHA1
NM_001377240.1	PLEKHA1
NM_001377256.1	PLEKHA1
NM_001377253.1	PLEKHA1
NM_001377257.1	PLEKHA1
NM_001377255.1	PLEKHA1
NM_001377249.1	PLEKHA1
NM_001377247.1	PLEKHA1
NM_001377251.1	PLEKHA1
NM_021622.5	PLEKHA1
NM_001330178.2	PLEKHA1
NM_001377246.1	PLEKHA1
NM_001377238.1	PLEKHA1
NM_001377248.1	PLEKHA1
NM_001377242.1	PLEKHA1
NM_001377231.1	PLEKHA1
NM_001377234.1	PLEKHA1
NM_001377243.1	PLEKHA1
NM_001377254.1	PLEKHA1
NM_001377232.1	PLEKHA1
NM_001377235.1	PLEKHA1
NM_001377244.1	PLEKHA1
NR_165165.1	PLEKHA1
NR_165160.1	PLEKHA1
NR_165164.1	PLEKHA1
NR_165162.1	PLEKHA1
NR_165161.1	PLEKHA1
NM_001195608.2	PLEKHA1
NR_037506.1	MIR3941
NM_001099667.3	ARMS2
NM_001364461.3	LOC112577516
NM_001010912.4	C10orf120
NR_037915.1	FAM24B-CUZD1
NM_022034.6	CUZD1
NR_037912.2	CUZD1
NM_152644.3	FAM24B
NM_001204364.1	FAM24B
NR_037911.1	FAM24B
NM_001029888.3	FAM24A
NM_024942.4	C10orf88
NM_001363531.2	PSTK
NM_153336.3	PSTK
NM_001271840.1	IKZF5
NM_001372130.1	IKZF5
NM_001372127.1	IKZF5
NM_001372129.1	IKZF5
NM_001372123.1	IKZF5
NM_001372124.1	IKZF5
NM_001372131.1	IKZF5
NM_001372125.1	IKZF5
NM_001372128.1	IKZF5
NM_001372126.1	IKZF5
NM_001105574.2	HMX3
NM_005519.2	HMX2
NM_001007793.3	BUB3
NM_004725.4	BUB3
NM_001146340.3	NKX1-2
NM_001318332.2	LHPP
NR_120631.1	FAM53B-AS1
NR_120630.1	FAM53B-AS1
NM_001304467.2	EEF1AKMT2
NM_001304468.2	EEF1AKMT2
NM_212554.4	EEF1AKMT2
NM_032182.4	ABRAXAS2
NM_017580.3	ZRANB1
NM_001363508.2	CTBP2
NM_022802.3	CTBP2
NR_036178.1	MIR4296
NR_023362.1	TEX36-AS1
NM_001128202.3	TEX36
NR_033848.1	LOC283038
NM_015608.3	EDRF1
NM_001202438.2	EDRF1
NR_110857.2	EDRF1
NR_110858.2	EDRF1
NR_110859.2	EDRF1
NR_120633.1	EDRF1-AS1
NM_147191.1	MMP21
NR_136677.2	UROS
NM_001324036.2	UROS
NM_000375.3	UROS
NM_001324037.2	UROS
NM_001324038.2	UROS
NR_136676.2	UROS
NR_136675.2	UROS
NR_136678.2	UROS
NM_001324039.2	UROS
NR_039704.1	MIR4484
NM_078468.3	BCCIP
NM_078469.3	BCCIP
NR_102707.1	FANK1-AS1
NR_073453.1	LINC00601
NR_148989.1	LOC728158
NM_001030013.2	NPS
NM_207426.3	FOXI2
NM_152311.5	CLRN3
NM_001316677.2	PTPRE
NM_001323354.2	PTPRE
NM_001323357.2	PTPRE
NM_130435.5	PTPRE
NR_136149.1	AS-PTPRE
NR_136150.1	AS-PTPRE
NM_002417.5	MKI67
NM_001145966.2	MKI67
NR_120619.1	LINC01163
NR_148990.1	LINC02667
NR_036179.1	MIR4297
NM_001355042.2	C10orf143
NR_034125.2	C10orf143
NR_149170.2	C10orf143
NR_044994.1	CTAGE7P
NM_006541.5	GLRX3
NM_001321980.2	GLRX3
NM_001199868.2	GLRX3
NR_036180.1	MIR378C
NR_120623.1	TCERG1L-AS1
NR_038365.1	LINC01164
NM_001291310.2	PPP2R2D
NR_033191.3	PPP2R2D
NM_018461.5	PPP2R2D
NM_004052.3	BNIP3
NM_006426.3	DPYSL4
NR_134911.1	STK32C
NM_001318881.2	STK32C
NM_001318882.2	STK32C
NM_001318880.2	STK32C
NM_001318883.2	STK32C
NM_001143758.2	LRRC27
NM_001143759.2	LRRC27
NM_030626.3	LRRC27
NM_001143757.2	LRRC27
NM_001309474.2	LRRC27
NR_149317.1	LINC02870
NM_001321042.2	INPP5A
NM_177400.3	NKX6-2
NR_120626.1	LINC01166
NR_120627.1	LINC01166
NR_125763.1	LINC01167
NR_046231.1	LINC01168
NR_111905.1	ADGRA1-AS1
NM_001083909.3	ADGRA1
NM_001291085.2	ADGRA1
NM_001347864.2	KNDC1
NM_001347866.2	KNDC1
NM_001347865.2	KNDC1
NM_003577.3	UTF1
NM_014468.4	VENTX
NR_108078.1	MIR202HG
NR_108079.1	MIR202HG
NR_030170.1	MIR202
NM_001109.5	ADAM8
NM_001164489.2	ADAM8
NM_001164490.2	ADAM8
NM_001256617.2	TUBGCP2
NM_006659.4	TUBGCP2
NM_001256618.2	TUBGCP2
NR_046330.2	TUBGCP2
NM_145806.4	ZNF511
NR_130127.2	ZNF511
NM_001321617.2	CALY
NM_015722.4	CALY
NM_001145201.2	PRAP1
NM_145202.5	PRAP1
NM_001301828.2	FUOM
NM_198472.3	FUOM
NM_001098483.3	FUOM
NM_001301827.2	FUOM
NM_004092.4	ECHS1
NR_037509.1	MIR3944
NM_207127.3	PAOX
NM_207128.3	PAOX
NM_152911.4	PAOX
NR_109766.2	PAOX
NR_109765.2	PAOX
NR_109764.2	PAOX
NR_109763.2	PAOX
NM_138384.4	MTG1
NM_001012508.4	SPRN
NR_149718.1	SCART1
NM_000773.4	CYP2E1
NM_001143763.2	SYCE1
NM_130784.4	SYCE1
NM_001143764.3	SYCE1
NR_033789.2	SPRNP1
NM_001080998.2	FRG2B
NR_024469.1	LOC100130987
NM_001370462.1	GLB1L2
NM_138342.4	GLB1L2
NM_001370461.1	GLB1L2
NM_001370460.1	GLB1L2
NM_014267.6	C11orf58
NM_012194.3	KIAA1549L
NM_001354699.2	GLYATL1
NM_001220494.3	GLYATL1
NR_033853.2	LOC283194
NM_080661.4	GLYATL1
NM_001220496.2	GLYATL1
NM_001253891.2	DGAT2
NM_032564.5	DGAT2
NM_001377972.1	DLG2
NM_001377974.1	DLG2
NM_001142700.2	DLG2
NM_001206769.2	DLG2
NM_001377966.1	DLG2
NM_001377967.1	DLG2
NM_001377970.1	DLG2
NM_001377971.1	DLG2
NM_001377973.1	DLG2
NM_001351276.2	DLG2
NM_001364.3	DLG2
NM_001377968.1	DLG2
NM_001300983.1	DLG2
NM_001351275.2	DLG2
NM_001351274.2	DLG2
NR_165353.1	DLG2
NM_001142699.3	DLG2
NM_001377975.1	DLG2
NM_001377983.1	DLG2
NM_001378141.1	FAT3
NM_001008781.3	FAT3
NM_001367949.2	FAT3
NM_152432.4	ARHGAP42
NM_001367945.1	ARHGAP42
NM_020693.4	DSCAML1
NM_001367904.1	DSCAML1
NM_001367905.1	DSCAML1
NM_001378964.1	CDON
NM_001243597.2	CDON
NM_016952.5	CDON
NM_020896.4	OSBPL5
NM_001144063.2	OSBPL5
NM_145638.3	OSBPL5
NM_001318029.2	CCKBR
NM_176875.4	CCKBR
NM_001363552.2	CCKBR
NM_175733.4	SYT9
NM_006391.3	IPO7
NM_001172431.2	AMPD3
NM_000480.3	AMPD3
NM_001025389.2	AMPD3
NM_001025390.2	AMPD3
NM_001172430.1	AMPD3
NM_198516.3	GALNT18
NM_001363464.2	GALNT18
NM_001363569.2	PDE3B
NM_000922.4	PDE3B
NM_001363570.2	PDE3B
NM_012139.4	SERGEF
NR_104040.2	SERGEF
NR_104041.2	SERGEF
NM_001111018.2	NAV2
NM_145117.5	NAV2
NM_182964.6	NAV2
NM_001244963.2	NAV2
NM_001288714.1	NELL1
NM_201551.2	NELL1
NM_001288713.1	NELL1
NM_006157.5	NELL1
NM_001313726.2	ANO3
NM_001297775.2	METTL15
NM_001113528.2	METTL15
NM_152636.3	METTL15
NM_001377956.1	MPPED2
NM_001145399.3	MPPED2
NM_144981.3	IMMP1L
NM_001304274.2	IMMP1L
NM_001258419.2	LRRC4C
NM_020929.3	LRRC4C
NM_001352029.1	PHF21A
NM_001352028.1	PHF21A
NM_001352032.3	PHF21A
NM_001352025.3	PHF21A
NM_001352027.3	PHF21A
NM_016621.5	PHF21A
NM_001352026.3	PHF21A
NM_001352031.3	PHF21A
NM_001101802.3	PHF21A
NM_001352030.3	PHF21A
NR_165446.1	PHF21A
NR_147890.3	PHF21A
NM_001003678.3	C11orf49
NM_032389.6	ARFGAP2
NM_001242832.2	ARFGAP2
NR_110137.1	LINC02735
NR_110136.1	LINC02735
NM_001282652.2	STIP1
NM_001282653.2	STIP1
NM_006819.3	STIP1
NM_153266.4	TMEM151A
NM_001291902.2	LRP5
NM_002335.4	LRP5
NM_001184740.2	CTTN
NM_138565.3	CTTN
NM_005231.4	CTTN
NM_001243784.2	PDE2A
NM_001143839.4	PDE2A
NM_001146209.3	PDE2A
NM_002599.5	PDE2A
NM_001243719.2	RAB6A
NM_002869.5	RAB6A
NM_198896.2	RAB6A
NM_001243718.2	RAB6A
NM_001316957.2	AAMDC
NM_001316958.2	AAMDC
NR_133637.2	AAMDC
NM_033547.4	INTS4
NM_001098816.3	TENM4
NR_120571.1	MIR4300HG
NM_001330334.2	EED
NM_003797.5	EED
NM_001308007.2	EED
NM_001168724.2	TMEM135
NM_022918.4	TMEM135
NR_033149.2	TMEM135
NM_001291929.2	NOX4
NM_001291927.1	NOX4
NM_016931.5	NOX4
NM_001143836.3	NOX4
NM_001291926.2	NOX4
NM_001300995.1	NOX4
NM_001143837.2	NOX4
NR_104190.1	DISC1FP1
NR_135093.1	LOC105369438
NR_135094.1	LOC105369438
NR_135096.1	LOC105369438
NM_001243271.2	CNTN5
NM_001243270.2	CNTN5
NM_014361.4	CNTN5
NM_175566.2	CNTN5
NM_025208.5	PDGFD
NM_033135.4	PDGFD
NM_001386681.1	ACAT1
NM_001386682.1	ACAT1
NM_001386678.1	ACAT1
NM_001386679.1	ACAT1
NM_000019.4	ACAT1
NM_001386677.1	ACAT1
NM_001386686.1	ACAT1
NM_001386685.1	ACAT1
NR_170162.1	ACAT1
NR_170163.1	ACAT1
NM_001386689.1	ACAT1
NM_001386691.1	ACAT1
NM_001386690.1	ACAT1
NM_001386688.1	ACAT1
NM_001386687.1	ACAT1
NM_001260493.2	RDX
NM_001260492.2	RDX
NM_001260496.2	RDX
NM_001260495.2	RDX
NM_002906.4	RDX
NM_001260494.2	RDX
NM_198498.3	C11orf53
NR_126004.1	LINC02762
NM_001301043.2	CADM1
NM_001301044.2	CADM1
NM_014333.4	CADM1
NM_001301045.2	CADM1
NM_001098517.2	CADM1
NM_015157.4	PHLDB1
NM_001144759.3	PHLDB1
NM_001144758.3	PHLDB1
NM_203285.2	NECTIN1
NM_002855.5	NECTIN1
NM_014619.5	GRIK4
NM_001282473.3	GRIK4
NM_001282470.3	GRIK4
NM_032873.5	UBASH3B
NM_001363365.2	UBASH3B
NM_001378024.1	ARHGAP32
NM_001142685.2	ARHGAP32
NM_001378025.1	ARHGAP32
NM_001386969.1	NTM
NM_001048209.2	NTM
NM_001352005.2	NTM
NM_001352003.2	NTM
NM_001386968.1	NTM
NM_001352001.2	NTM
NM_001386967.1	NTM
NM_001352007.2	NTM
NM_001352006.2	NTM
NR_170348.1	NTM
NR_170350.1	NTM
NR_170349.1	NTM
NR_170366.1	NTM
NR_170357.1	NTM
NR_170355.1	NTM
NR_170347.1	NTM
NR_147848.2	NTM
NR_170354.1	NTM
NR_170346.1	NTM
NR_170351.1	NTM
NR_170352.1	NTM
NR_170358.1	NTM
NM_001386966.1	NTM
NM_001352009.2	NTM
NM_001386964.1	NTM
NM_001386965.1	NTM
NR_147849.2	NTM
NR_147850.2	NTM
NR_170359.1	NTM
NM_001352008.2	NTM
NM_001144059.3	NTM
NM_016522.3	NTM
NM_001144058.2	NTM
NM_001352004.2	NTM
NM_001352002.2	NTM
NR_147854.2	NTM
NR_147852.2	NTM
NR_170361.1	NTM
NR_147853.2	NTM
NR_147851.2	NTM
NR_170360.1	NTM
NR_170365.1	NTM
NR_170364.1	NTM
NR_170363.1	NTM
NR_170362.1	NTM
NM_001319104.3	OPCML
NM_001012393.5	OPCML
NR_028326.2	LINC01001
NR_146389.1	LINC01001
NM_001303029.2	PKP3
NM_001293634.1	DEAF1
NM_021008.4	DEAF1
NM_001367390.1	DEAF1
NM_001304359.2	MUC5AC
NM_001318514.2	TOLLIP
NM_019009.4	TOLLIP
NM_001318516.2	TOLLIP
NM_001318515.2	TOLLIP
NM_001318512.2	TOLLIP
NM_003957.4	BRSK2
NM_001256627.2	BRSK2
NM_001256629.2	BRSK2
NR_046331.2	BRSK2
NM_001282218.2	BRSK2
NM_001256630.1	BRSK2
NR_108080.1	CD81-AS1
NM_000218.3	KCNQ1
NM_181798.1	KCNQ1
NR_024248.1	TSSC2
NR_126335.1	LOC101927708
NM_004314.3	ART1
NR_157591.1	NUP98
NM_001365126.2	NUP98
NM_001365125.2	NUP98
NM_016320.5	NUP98
NM_139132.4	NUP98
NM_001365129.2	NUP98
NM_001365127.2	NUP98
NM_001365128.2	NUP98
NR_157589.2	NUP98
NR_157590.2	NUP98
NM_005387.7	NUP98
NM_139131.5	NUP98
NM_001382574.1	STIM1
NM_001382576.1	STIM1
NM_001382581.1	STIM1
NM_001382580.1	STIM1
NM_001382575.1	STIM1
NM_001382578.1	STIM1
NM_001382573.1	STIM1
NM_001382577.1	STIM1
NM_001382579.1	STIM1
NM_001382566.1	STIM1
NM_001382572.1	STIM1
NM_001382571.1	STIM1
NM_001382569.1	STIM1
NM_001382570.1	STIM1
NM_003156.4	STIM1
NM_001277962.2	STIM1
NM_001382567.1	STIM1
NM_001382568.1	STIM1
NR_168438.1	STIM1
NR_168436.1	STIM1
NR_168437.1	STIM1
NM_001277961.3	STIM1
NM_030774.4	OR51E2
NM_001384608.1	MMP26
NM_021801.5	MMP26
NR_038321.2	OR51B5
NM_001005567.3	OR51B5
NM_001003819.4	TRIM6-TRIM34
NM_001257321.2	APBB1
NM_001257326.2	APBB1
NM_001257320.2	APBB1
NR_047512.2	APBB1
NM_001257325.3	APBB1
NM_001257319.3	APBB1
NM_001257323.3	APBB1
NM_001164.5	APBB1
NM_145689.3	APBB1
NM_144666.3	DNHD1
NM_003696.3	OR6A2
NM_176822.4	NLRP14
NR_103855.1	LOC100506258
NM_001351854.2	PPFIBP2
NM_003621.5	PPFIBP2
NM_001351853.2	PPFIBP2
NM_001351855.2	PPFIBP2
NM_001351856.2	PPFIBP2
NM_001351862.2	PPFIBP2
NR_147792.2	PPFIBP2
NM_001351858.2	PPFIBP2
NM_001351861.2	PPFIBP2
NM_001351859.2	PPFIBP2
NM_001351857.2	PPFIBP2
NM_001351860.2	PPFIBP2
NM_003320.5	TUB
NM_177972.3	TUB
NR_144485.2	RIC3
NM_002315.3	LMO1
NM_001270428.2	LMO1
NR_073006.2	LMO1
NM_030906.4	STK33
NM_001289061.2	STK33
NM_001289058.2	STK33
NM_001352389.2	STK33
NM_001352388.2	STK33
NM_001352394.2	STK33
NM_001352391.2	STK33
NM_001352390.2	STK33
NM_001352395.2	STK33
NM_001352392.2	STK33
NM_001352387.2	STK33
NM_001352393.2	STK33
NM_001352399.2	STK33
NM_001289059.2	STK33
NM_001352398.2	STK33
NM_001352397.2	STK33
NM_001352396.2	STK33
NM_014818.2	TRIM66
NM_001388022.1	TRIM66
NM_001388023.1	TRIM66
NM_001376502.1	DENND2B
NM_213618.2	DENND2B
NM_001376498.1	DENND2B
NM_001376500.1	DENND2B
NM_001376501.1	DENND2B
NM_001376503.1	DENND2B
NM_001376504.1	DENND2B
NM_001376499.1	DENND2B
NM_001376506.1	DENND2B
NM_001376505.1	DENND2B
NM_001376497.1	DENND2B
NM_001376495.1	DENND2B
NM_139157.3	DENND2B
NM_001376496.1	DENND2B
NM_005418.4	DENND2B
NR_164819.1	DENND2B
NR_164821.1	DENND2B
NR_164820.1	DENND2B
NR_164818.1	DENND2B
NR_164817.1	DENND2B
NR_164815.1	DENND2B
NR_164816.1	DENND2B
NR_164814.1	DENND2B
NR_164822.1	DENND2B
NM_001367977.2	SCUBE2
NM_020974.4	SCUBE2
NM_001330199.3	SCUBE2
NM_001170690.3	SCUBE2
NM_001348750.2	DENND5A
NM_015213.4	DENND5A
NM_001243254.2	DENND5A
NM_001348749.2	DENND5A
NR_145966.2	DENND5A
NM_015012.4	TMEM41B
NR_028491.3	TMEM41B
NM_001297714.2	SWAP70
NM_015055.4	SWAP70
NR_036485.1	SBF2-AS1
NM_001386339.1	SBF2
NM_030962.4	SBF2
NM_001386342.1	SBF2
NR_103765.1	CAND1.11
NR_034094.2	IRAG1-AS1
NR_034093.2	IRAG1-AS1
NR_046375.1	IRAG1-AS1
NR_046374.1	IRAG1-AS1
NM_001098579.3	IRAG1
NM_001100167.3	IRAG1
NM_001100163.3	IRAG1
NM_130385.4	IRAG1
NM_001206880.2	IRAG1
NM_001206881.2	IRAG1
NM_021211.4	ZBED5
NM_001143667.2	ZBED5
NM_001372102.1	USP47
NM_001372099.1	USP47
NM_001372101.1	USP47
NM_017944.4	USP47
NM_001372098.1	USP47
NM_001372092.1	USP47
NM_001372097.1	USP47
NM_001372091.1	USP47
NM_001282659.2	USP47
NM_001372096.1	USP47
NM_001330208.2	USP47
NM_001372103.1	USP47
NM_001372100.1	USP47
NM_001372094.1	USP47
NM_001372093.1	USP47
NM_001372095.1	USP47
NR_135109.1	LINC02547
NM_001282668.2	MICAL2
NM_001346294.2	MICAL2
NM_001346298.2	MICAL2
NM_001346292.2	MICAL2
NM_001346296.2	MICAL2
NM_001346299.2	MICAL2
NM_001282663.2	MICAL2
NM_001346295.2	MICAL2
NM_014632.4	MICAL2
NM_001346297.2	MICAL2
NM_001346293.2	MICAL2
NR_144418.2	MICAL2
NR_144415.2	MICAL2
NR_144416.2	MICAL2
NR_144420.2	MICAL2
NR_144417.2	MICAL2
NR_144419.2	MICAL2
NM_001282665.1	MICAL2
NM_001282664.1	MICAL2
NM_001282667.1	MICAL2
NM_001282666.1	MICAL2
NM_032867.4	MICALCL
NM_018222.5	PARVA
NM_021961.6	TEAD1
NM_001351804.1	ARNTL
NM_001351817.2	ARNTL
NM_001351815.2	ARNTL
NM_001351824.2	ARNTL
NM_001351822.2	ARNTL
NM_001351806.2	ARNTL
NM_001351805.2	ARNTL
NM_001351810.2	ARNTL
NM_001030272.3	ARNTL
NM_001351819.2	ARNTL
NM_001297722.2	ARNTL
NM_001351807.2	ARNTL
NM_001297724.2	ARNTL
NM_001351811.2	ARNTL
NM_001030273.3	ARNTL
NM_001351813.2	ARNTL
NM_001351816.2	ARNTL
NM_001351809.2	ARNTL
NM_001351821.2	ARNTL
NM_001178.6	ARNTL
NM_001297719.2	ARNTL
NM_001351814.2	ARNTL
NM_001351820.2	ARNTL
NM_001351818.2	ARNTL
NM_001351808.2	ARNTL
NM_001351823.2	ARNTL
NM_001351812.2	ARNTL
NR_147786.2	ARNTL
NR_147787.2	ARNTL
NR_147785.2	ARNTL
NR_147789.2	ARNTL
NR_147791.2	ARNTL
NR_147790.2	ARNTL
NR_147788.2	ARNTL
NM_006108.4	SPON1
NM_148976.3	PSMA1
NM_001031853.5	INSC
NM_001042536.3	INSC
NM_001278316.2	INSC
NM_001278313.2	INSC
NM_001278315.2	INSC
NM_001278314.2	INSC
NR_169502.1	LINC02751
NR_169505.1	LINC02751
NR_169506.1	LINC02751
NR_169504.1	LINC02751
NR_169503.1	LINC02751
NM_001367873.1	SOX6
NM_017508.3	SOX6
NM_001145819.2	SOX6
NM_001145811.2	SOX6
NM_033326.3	SOX6
NM_001367872.1	SOX6
NM_001329630.2	PLEKHA7
NM_001329631.2	PLEKHA7
NM_175058.5	PLEKHA7
NM_001321378.2	PIK3C2A
NM_002645.4	PIK3C2A
NM_001386870.1	PIK3C2A
NM_001321380.2	PIK3C2A
NM_001352667.2	NUCB2
NM_001330227.3	NUCB2
NM_005013.4	NUCB2
NM_001352663.2	NUCB2
NM_001352665.2	NUCB2
NM_001352664.2	NUCB2
NM_001352666.2	NUCB2
NM_001352669.2	NUCB2
NM_001352662.2	NUCB2
NM_001352661.2	NUCB2
NM_001352668.2	NUCB2
NM_001352671.2	NUCB2
NM_001352670.2	NUCB2
NM_001352672.2	NUCB2
NM_001351295.2	ABCC8
NM_001287174.2	ABCC8
NM_001351296.2	ABCC8
NM_001351297.2	ABCC8
NR_147094.2	ABCC8
NM_000352.6	ABCC8
NM_005709.4	USH1C
NM_153676.4	USH1C
NM_001297764.2	USH1C
NR_123738.2	USH1C
NM_005316.4	GTF2H1
NM_001142307.2	GTF2H1
NM_001144071.2	LDHAL6A
NM_144972.5	LDHAL6A
NM_173588.4	IGSF22
NR_160413.1	IGSF22
NM_001111019.3	NAV2
NM_001145166.2	PRMT3
NM_001145167.2	PRMT3
NM_005788.4	PRMT3
NM_001142649.2	ANO5
NM_213599.3	ANO5
NM_001143830.2	GAS2
NM_001351224.2	GAS2
NR_147085.2	GAS2
NM_177553.3	GAS2
NM_005256.4	GAS2
NM_001252008.2	LUZP2
NM_001252010.2	LUZP2
NM_001009909.4	LUZP2
NM_031418.4	ANO3
NM_001313727.2	ANO3
NM_178498.4	SLC5A12
NM_001376259.1	BBOX1
NM_001376258.1	BBOX1
NM_001376260.1	BBOX1
NM_003986.3	BBOX1
NM_001376261.1	BBOX1
NR_125768.1	BBOX1-AS1
NR_125766.1	BBOX1-AS1
NR_125767.1	BBOX1-AS1
NM_018490.5	LGR4
NM_001346432.2	LGR4
NM_018362.4	LIN7C
NR_033314.1	BDNF-AS
NR_002832.2	BDNF-AS
NR_033313.1	BDNF-AS
NR_033315.1	BDNF-AS
NR_033312.1	BDNF-AS
NM_031217.4	KIF18A
NR_149107.1	LINC02546
NM_001377955.1	MPPED2
NM_001377954.1	MPPED2
NM_001377953.1	MPPED2
NM_001377952.1	MPPED2
NM_001584.3	MPPED2
NR_165346.1	MPPED2
NR_165347.1	MPPED2
NR_165345.1	MPPED2
NR_165344.1	MPPED2
NR_165342.1	MPPED2
NR_165337.1	MPPED2
NR_165338.1	MPPED2
NR_165340.1	MPPED2
NR_165348.1	MPPED2
NR_165341.1	MPPED2
NR_165339.1	MPPED2
NR_165336.1	MPPED2
NR_165343.1	MPPED2
NM_001387275.1	DCDC1
NM_020869.4	DCDC1
NM_001387274.1	DCDC1
NM_001367979.1	DCDC1
NR_170625.1	DCDC1
NM_181807.4	DCDC1
NM_019040.5	ELP4
NM_001288726.2	ELP4
NM_001288725.2	ELP4
NR_033971.1	PAX6-AS1
NR_117094.1	PAUPAR
NM_002901.4	RCN1
NM_001008391.4	CCDC73
NM_001326.3	CSTF3
NM_001278163.2	HIPK3
NM_001048200.3	HIPK3
NM_005734.5	HIPK3
NM_001278162.2	HIPK3
NM_203364.3	CAPRIN1
NM_005898.5	CAPRIN1
NM_145804.3	ABTB2
NM_001752.4	CAT
NM_001135024.1	PDHX
NM_001166158.2	PDHX
NM_003477.3	PDHX
NM_004171.4	SLC1A2
NM_001252652.2	SLC1A2
NM_001195728.3	SLC1A2
NM_015430.4	PAMR1
NM_001001991.3	PAMR1
NM_001282676.2	PAMR1
NM_001282675.2	PAMR1
NM_017583.6	TRIM44
NM_001304263.2	LDLRAD3
NM_001304264.2	LDLRAD3
NM_174902.4	LDLRAD3
NM_001307937.2	COMMD9
NM_014186.4	COMMD9
NM_001307932.2	COMMD9
NM_001101653.2	COMMD9
NM_001160167.2	PRR5L
NM_001160168.2	PRR5L
NM_024841.5	PRR5L
NM_001160169.1	PRR5L
NM_001377280.1	RAG1
NM_001377279.1	RAG1
NM_001377278.1	RAG1
NM_001377277.1	RAG1
NR_120555.1	LINC02759
NR_120554.1	LINC02759
NR_047673.1	LRRC4C
NR_047674.1	LRRC4C
NR_120584.1	LINC01499
NR_135065.1	LINC02745
NM_001307943.2	TTC17
NM_001376526.1	TTC17
NM_001376528.1	TTC17
NM_001376527.1	TTC17
NM_018259.6	TTC17
NM_001376525.1	TTC17
NR_164824.1	TTC17
NR_164823.1	TTC17
NM_016142.3	HSD17B12
NM_139178.4	ALKBH3
NM_207122.2	EXT2
NM_001178083.3	EXT2
NM_000401.3	EXT2
NM_021926.4	ALX4
NM_130783.5	TSPAN18
NM_001258320.2	TP53I11
NM_001318384.2	TP53I11
NM_001258323.3	TP53I11
NM_001318390.2	TP53I11
NM_006034.5	TP53I11
NM_001318389.2	TP53I11
NM_001318388.2	TP53I11
NM_001318387.2	TP53I11
NM_001258322.1	TP53I11
NM_001258321.1	TP53I11
NM_001318386.1	TP53I11
NM_001318385.1	TP53I11
NM_001258324.1	TP53I11
NR_134612.2	TP53I11
NM_001359633.2	PRDM11
NM_001384649.1	PRDM11
NM_001384648.1	PRDM11
NM_001384650.1	PRDM11
NM_001256696.2	PRDM11
NM_001256695.2	PRDM11
NM_001384651.1	PRDM11
NR_047569.3	LOC100507384
NM_001127457.3	CRY2
NM_021117.5	CRY2
NM_201532.3	DGKZ
NM_201533.3	DGKZ
NM_001199267.2	DGKZ
NM_001199268.2	DGKZ
NM_003646.4	DGKZ
NM_001199266.2	DGKZ
NM_001105540.2	DGKZ
NM_017749.3	AMBRA1
NM_001367468.1	AMBRA1
NM_001387011.1	AMBRA1
NM_001300731.2	AMBRA1
NM_001267782.2	AMBRA1
NM_001367471.1	AMBRA1
NM_001267783.2	AMBRA1
NM_001367469.1	AMBRA1
NM_001367470.1	AMBRA1
NR_160027.1	AMBRA1
NM_001205122.2	ATG13
NM_001346354.2	ATG13
NM_001346335.2	ATG13
NM_001205120.2	ATG13
NM_001346317.2	ATG13
NM_001205119.2	ATG13
NM_001346358.2	ATG13
NM_001346355.2	ATG13
NM_014741.5	ATG13
NM_001346334.2	ATG13
NM_001346340.2	ATG13
NM_001142673.3	ATG13
NM_001346318.2	ATG13
NM_001346311.2	ATG13
NM_001346360.2	ATG13
NM_001346359.2	ATG13
NM_001346351.2	ATG13
NM_001346342.2	ATG13
NM_001346326.2	ATG13
NM_001346352.2	ATG13
NM_001346331.2	ATG13
NM_001346316.2	ATG13
NM_001346321.2	ATG13
NM_001346356.2	ATG13
NM_001205121.2	ATG13
NM_001346337.2	ATG13
NM_001346327.2	ATG13
NM_001346346.2	ATG13
NM_001346330.2	ATG13
NM_001346313.2	ATG13
NM_001346329.2	ATG13
NM_001346349.2	ATG13
NM_001346332.2	ATG13
NM_001346353.2	ATG13
NM_001346336.2	ATG13
NM_001346338.2	ATG13
NM_001346324.2	ATG13
NM_001346312.2	ATG13
NM_001346357.2	ATG13
NM_001346344.2	ATG13
NM_001346325.2	ATG13
NM_001346314.2	ATG13
NM_001346348.2	ATG13
NM_001346323.2	ATG13
NM_001346322.2	ATG13
NM_001346320.2	ATG13
NM_001346350.2	ATG13
NM_001346333.2	ATG13
NM_001346315.2	ATG13
NM_001346328.2	ATG13
NM_001346319.2	ATG13
NR_144424.2	ATG13
NR_144422.2	ATG13
NR_144423.2	ATG13
NM_001008938.4	CKAP5
NM_014756.4	CKAP5
NM_002334.4	LRP4
NM_001278222.1	C11orf49
NM_024113.5	C11orf49
NM_001003677.3	C11orf49
NM_001003676.3	C11orf49
NR_103472.2	C11orf49
NR_103471.2	C11orf49
NM_001376651.1	MADD
NM_001376595.1	MADD
NM_001376641.1	MADD
NM_130470.3	MADD
NM_001376620.1	MADD
NM_001135944.2	MADD
NM_130474.3	MADD
NM_130472.3	MADD
NM_001376642.1	MADD
NM_130471.3	MADD
NM_001376594.1	MADD
