#name	name2
NM_173649.3	STPG4
NM_001305626.1	CALM2
NM_001305624.1	CALM2
NM_001743.6	CALM2
NM_001305625.2	CALM2
NR_001568.1	BCYRN1
NM_002354.3	EPCAM
NR_030286.1	MIR559
NM_022055.2	KCNK12
NR_120602.1	MSH2-OT1
NM_001281492.2	MSH6
NM_001281493.2	MSH6
NM_000179.3	MSH6
NM_001281494.2	MSH6
NM_001375443.1	FOXN2
NM_001375781.1	FOXN2
NM_001375444.1	FOXN2
NM_002158.4	FOXN2
NM_001375445.1	FOXN2
NM_001375446.1	FOXN2
NM_001375447.1	FOXN2
NM_001375448.1	FOXN2
NM_001375450.1	FOXN2
NM_001375449.1	FOXN2
NM_001375451.1	FOXN2
NM_001375452.1	FOXN2
NM_001375442.1	FOXN2
NR_164691.1	FOXN2
NR_164686.1	FOXN2
NM_001193475.2	PPP1R21
NM_152994.5	PPP1R21
NM_001135629.3	PPP1R21
NR_024188.3	PPP1R21
NM_000233.4	LHCGR
NR_107011.1	MIR548BA
NR_130470.1	MIR8485
NR_135239.1	LINC01867
NR_039630.1	MIR4431
NM_001127398.3	ERLEC1
NM_001127397.3	ERLEC1
NM_015701.5	ERLEC1
NR_037453.1	MIR3682
NM_006794.4	GPR75
NM_001320590.2	ACYP2
NM_001003937.3	TSPYL6
NM_001369403.1	C2orf73
NM_001369401.1	C2orf73
NM_001100396.2	C2orf73
NR_002229.2	RPL23AP32
NM_007008.3	RTN4
NM_001321863.2	RTN4
NM_001321862.2	RTN4
NM_207521.2	RTN4
NM_001321861.2	RTN4
NM_020532.5	RTN4
NM_207520.2	RTN4
NM_153828.3	RTN4
NM_001321860.1	RTN4
NM_001321859.2	RTN4
NR_135830.2	RTN4
NR_135829.2	RTN4
NM_001135592.2	RPS27A
NM_001177413.1	RPS27A
NM_002954.6	RPS27A
NM_002453.3	MTIF2
NM_001005369.1	MTIF2
NM_001321004.1	MTIF2
NM_001321003.1	MTIF2
NM_001321005.1	MTIF2
NM_001321002.1	MTIF2
NM_001321001.1	MTIF2
NR_027258.1	PRORSD1P
NM_080667.7	CFAP36
NM_001282761.2	CFAP36
NM_033109.5	PNPT1
NR_029630.1	MIR217
NR_029629.1	MIR216A
NR_030623.1	MIR216B
NR_135590.1	LINC01813
NR_125368.1	LOC100129434
NR_147010.1	LINC01795
NR_110219.1	LINC01793
NR_132991.1	MIR4432HG
NR_132992.1	MIR4432HG
NR_039631.1	MIR4432
NM_022894.4	PAPOLG
NM_001291746.2	REL
NM_002908.4	REL
NM_002618.4	PEX13
NR_036496.1	LOC339803
NM_001316317.2	C2orf74
NM_001143960.3	C2orf74
NM_001367071.1	C2orf74
NM_001367069.1	C2orf74
NM_001367070.1	C2orf74
NM_001143959.4	C2orf74
NR_152211.1	AHSA2P
NR_152215.1	AHSA2P
NR_152212.1	AHSA2P
NR_152216.1	AHSA2P
NR_152213.1	AHSA2P
NR_152210.1	AHSA2P
NR_003707.2	SNORA70B
NM_001201543.2	FAM161A
NM_032180.3	FAM161A
NR_037710.2	FAM161A
NM_006430.4	CCT4
NM_001256721.1	CCT4
NM_006577.6	B3GNT2
NR_049824.1	MIR5192
NM_001319075.2	B3GNT2
NM_198276.3	TMEM17
NR_027069.1	LOC100132215
NR_033389.1	LOC100132215
NM_001199770.2	OTX1
NM_014562.4	OTX1
NR_130153.2	OTX1
NR_036635.2	DBIL5P2
NR_033837.1	LINC00309
NR_120420.1	LOC100507006
NR_106995.1	MIR4433B
NR_039632.1	MIR4433A
NM_014181.3	LGALSL
NR_147011.1	LINC01805
NM_001375973.1	AFTPH
NM_001375972.1	AFTPH
NM_001002243.3	AFTPH
NM_017657.5	AFTPH
NM_203437.4	AFTPH
NM_001375971.1	AFTPH
NM_001375970.1	AFTPH
NM_001375969.1	AFTPH
NR_164747.1	AFTPH
NR_164746.1	AFTPH
NR_039633.1	MIR4434
NR_034023.1	LINC02579
NR_110224.1	LINC01800
NM_001348407.2	SLC1A4
NM_001193493.2	SLC1A4
NM_001348406.2	SLC1A4
NM_003038.5	SLC1A4
NM_001319100.2	CEP68
NM_001319101.2	CEP68
NM_015147.3	CEP68
NR_134966.2	CEP68
NM_004161.5	RAB1A
NM_015543.2	RAB1A
NM_005722.4	ACTR2
NM_001005386.3	ACTR2
NM_001128210.2	SPRED2
NM_181784.3	SPRED2
NR_039938.1	MIR4778
NR_130931.1	LINC01873
NR_046438.2	MEIS1-AS3
NR_046625.1	MEIS1-AS2
NR_110264.1	LINC01797
NR_110265.1	LINC01797
NR_110169.1	LINC01799
NR_110600.1	LINC01628
NR_110568.1	LOC101927661
NM_138458.4	WDR92
NM_001256476.2	WDR92
NR_046234.2	WDR92
NM_001329917.2	PNO1
NM_001329916.2	PNO1
NM_020143.4	PNO1
NR_138146.2	PNO1
NM_001111101.2	CNRIP1
NM_015463.3	CNRIP1
NM_001371608.1	CNRIP1
NM_001371605.1	CNRIP1
NM_001371606.1	CNRIP1
NM_001371604.1	CNRIP1
NM_001371607.1	CNRIP1
NR_163969.1	CNRIP1
NR_163971.1	CNRIP1
NR_163970.1	CNRIP1
NM_002664.3	PLEK
NM_001024680.3	FBXO48
NR_133923.2	FBXO48
NM_173545.3	APLF
NM_138964.4	PROKR1
NM_001166277.2	ARHGAP25
NM_001364820.1	ARHGAP25
NM_001364819.1	ARHGAP25
NM_001007231.3	ARHGAP25
NM_001364821.1	ARHGAP25
NM_014882.3	ARHGAP25
NM_001166276.2	ARHGAP25
NM_014482.3	BMP10
NM_182536.3	GKN2
NR_036073.1	MIR3126
NM_015700.4	NFU1
NR_045631.2	NFU1
NR_045632.2	NFU1
NM_001002756.2	NFU1
NM_001002755.4	NFU1
NM_001374284.1	NFU1
NR_003705.1	SNORA36C
NR_164153.1	LOC107985770
NR_164155.1	LOC107985770
NM_178439.5	GMCL1
NM_001202514.2	MXD1
NM_001202513.2	MXD1
NM_002357.4	MXD1
NM_152792.4	ASPRV1
NM_006196.4	PCBP1
NR_024444.1	LINC01816
NM_001351509.2	TIA1
NM_022173.4	TIA1
NM_001351508.2	TIA1
NM_001351515.2	TIA1
NM_001351525.2	TIA1
NM_022037.4	TIA1
NM_001351510.2	TIA1
NM_001351517.2	TIA1
NM_001351524.2	TIA1
NM_001351514.2	TIA1
NM_001351512.1	TIA1
NM_001351511.1	TIA1
NM_001351513.1	TIA1
NR_147230.2	TIA1
NR_147225.2	TIA1
NR_147228.2	TIA1
NR_147231.2	TIA1
NR_147219.2	TIA1
NR_147223.2	TIA1
NR_147221.2	TIA1
NR_147226.2	TIA1
NR_147224.2	TIA1
NR_147229.2	TIA1
NR_147227.2	TIA1
NR_147222.2	TIA1
NR_147220.2	TIA1
NR_147232.2	TIA1
NR_147216.1	TIA1
NR_147217.1	TIA1
NR_147218.1	TIA1
NM_001351516.2	TIA1
NM_001351518.2	TIA1
NM_001351520.2	TIA1
NM_001351522.2	TIA1
NM_001351519.2	TIA1
NM_001351521.2	TIA1
NM_001351523.2	TIA1
NR_031617.1	MIR1285-2
NM_016297.4	PCYOX1
NM_001329752.2	FAM136A
NM_001329753.2	FAM136A
NM_001329755.2	FAM136A
NM_001329757.2	FAM136A
NM_001329758.2	FAM136A
NM_032822.3	FAM136A
NR_046798.1	TGFA-IT1
NM_001004311.3	FIGLA
NM_015717.5	CD207
NR_126384.1	LINC01143
NM_012476.3	VAX2
NM_001369683.1	ANKRD53
NM_001115116.2	ANKRD53
NM_024933.4	ANKRD53
NM_144582.3	TEX261
NR_002185.3	OR7E91P
NM_032601.4	MCEE
NM_005791.3	MPHOSPH10
NM_019885.4	CYP26B1
NM_001277742.2	CYP26B1
NM_003124.5	SPR
NM_004097.3	EMX1
NM_001371272.1	RAB11FIP5
NM_015470.3	RAB11FIP5
NM_001134462.2	NOTO
NM_006062.3	SMYD5
NR_144358.1	PRADC1
NM_032319.3	PRADC1
NM_001009570.3	CCT7
NM_001166284.2	CCT7
NM_006429.4	CCT7
NM_001166285.2	CCT7
NR_029403.2	CCT7
NR_029402.2	CCT7
NM_001080410.4	FBXO41
NM_001371389.2	FBXO41
NM_001965.4	EGR4
NR_046762.1	ALMS1-IT1
NM_003960.4	NAT8
NR_003683.2	ALMS1P1
NR_132338.1	NAT8B
NM_001330388.2	TPRKB
NM_001330390.2	TPRKB
NM_001330386.2	TPRKB
NM_016058.5	TPRKB
NM_001330392.2	TPRKB
NM_001330387.2	TPRKB
NM_001330389.2	TPRKB
NM_001330391.2	TPRKB
NM_003584.2	DUSP11
NM_001080474.2	C2orf78
NM_001353344.2	C2orf78
NM_001353972.2	STAMBP
NM_201647.4	STAMBP
NM_001353969.2	STAMBP
NM_001353971.2	STAMBP
NM_001353967.2	STAMBP
NM_001353973.2	STAMBP
NM_001353968.2	STAMBP
NM_006463.6	STAMBP
NM_001353970.2	STAMBP
NM_001353975.2	STAMBP
NM_213622.4	STAMBP
NM_001353974.2	STAMBP
NM_001353976.2	STAMBP
NR_148669.2	STAMBP
NR_148668.2	STAMBP
NR_148670.2	STAMBP
NR_148671.2	STAMBP
NM_001199893.2	ACTG2
NM_001615.4	ACTG2
NM_001318863.2	DGUOK
NM_001318860.2	DGUOK
NM_001318859.2	DGUOK
NM_080918.3	DGUOK
NM_080916.3	DGUOK
NM_001318862.2	DGUOK
NM_001318861.2	DGUOK
NR_134895.2	DGUOK
NR_134896.2	DGUOK
NR_134893.2	DGUOK
NR_134898.2	DGUOK
NR_134894.2	DGUOK
NR_134897.2	DGUOK
NM_212552.3	BOLA3
NM_001035505.2	BOLA3
NR_045637.1	BOLA3-AS1
NR_045636.1	BOLA3-AS1
NR_045634.1	BOLA3-AS1
NM_001317111.2	MOB1A
NM_018221.5	MOB1A
NM_001317112.2	MOB1A
NM_001317110.2	MOB1A
NM_006636.4	MTHFD2
NR_027405.2	MTHFD2
NM_023019.4	DCTN1
NM_001135041.3	DCTN1
NM_004082.5	DCTN1
NM_001190837.2	DCTN1
NM_001135040.3	DCTN1
NM_001378991.1	DCTN1
NM_001378992.1	DCTN1
NM_001190836.2	DCTN1
NR_033935.2	DCTN1
NR_158173.1	DCTN1-AS1
NR_024463.2	DCTN1-AS1
NR_158172.1	DCTN1-AS1
NR_158174.1	DCTN1-AS1
NM_001145054.2	C2orf81
NM_001316766.2	C2orf81
NM_001316764.3	C2orf81
NM_001316765.2	C2orf81
NM_001320823.2	WDR54
NM_001320825.2	WDR54
NM_032118.4	WDR54
NM_001320824.2	WDR54
NM_001015055.2	RTKN
NM_033046.2	RTKN
NM_001015056.1	RTKN
NR_037849.1	INO80B-WBP1
NM_031288.4	INO80B
NM_012477.4	WBP1
NM_006302.3	MOGS
NM_001146158.2	MOGS
NM_053050.5	MRPL53
NM_001365575.2	CCDC142
NM_032779.4	CCDC142
NM_001376140.1	TTC31
NM_001282430.2	LBX2
NM_001009812.2	LBX2
NR_152616.1	LBX2-AS1
NR_024606.2	LBX2-AS1
NM_032673.3	PCGF1
NM_016170.5	TLX2
NM_133637.3	DQX1
NM_181575.5	AUP1
NR_126511.2	AUP1
NR_126510.2	AUP1
NM_145074.2	HTRA2
NM_001321728.1	HTRA2
NM_001321727.1	HTRA2
NR_135771.1	HTRA2
NR_135770.1	HTRA2
NR_135772.1	HTRA2
NR_135769.1	HTRA2
NM_013247.5	HTRA2
NM_001289165.2	LOXL3
NM_032603.5	LOXL3
NM_001289164.3	LOXL3
NM_001197260.2	DOK1
NM_001318869.2	DOK1
NM_001318866.2	DOK1
NM_001318868.2	DOK1
NM_001381.5	DOK1
NM_001318867.2	DOK1
NM_001271661.2	SEMA4F
NM_001271662.2	SEMA4F
NM_004263.5	SEMA4F
NR_073399.2	SEMA4F
NR_073398.2	SEMA4F
NR_125792.1	LINC01291
NM_019896.4	POLE4
NR_049796.1	MIR5000
NM_014763.4	MRPL19
NM_001201335.2	GCFC2
NR_110284.1	LRRTM4-AS1
NM_024993.6	LRRTM4
NM_001282928.3	LRRTM4
NR_110286.1	LINC01851
NR_024342.1	SNAR-H
NR_110287.1	LOC101927948
NM_198448.4	REG3G
NM_001270040.2	REG3G
NM_001008387.3	REG3G
NM_006507.4	REG1B
NM_002909.5	REG1A
NR_002714.1	REG1CP
NM_138938.3	REG3A
NM_002580.3	REG3A
NM_138937.3	REG3A
NR_110289.1	CTNNA2-AS1
NR_036231.1	MIR4264
NR_107047.1	MIR8080
NM_178839.5	LRRTM1
NR_110161.1	LINC01815
NR_033423.1	DHFRP3
NR_146482.1	LINC01809
NR_003663.1	FUNDC2P2
NM_021103.4	TMSB10
NM_020122.5	KCMF1
NR_146453.1	LINC01964
NR_046797.1	TCF7L1-IT1
NR_136323.1	LOC102724579
NM_001368095.1	TGOLN2
NM_001368096.1	TGOLN2
NM_006464.4	TGOLN2
NM_001206844.2	TGOLN2
NM_017750.4	RETSAT
NM_001320732.2	CAPG
NM_001320733.2	CAPG
NM_001747.4	CAPG
NM_001320734.2	CAPG
NM_001256140.2	CAPG
NM_001256139.2	CAPG
NM_201594.3	SH2D6
NR_038942.1	PARTICL
NM_005911.6	MAT2A
NM_000821.7	GGCX
NM_001142269.4	GGCX
NM_001311312.2	GGCX
NM_003761.5	VAMP8
NM_006634.3	VAMP5
NM_016494.4	RNF181
NM_001369917.1	TMEM150A
NM_001031738.3	TMEM150A
NM_153342.4	TMEM150A
NM_001013649.4	C2orf68
NM_001367281.1	SFTPB
NM_198843.3	SFTPB
NM_000542.5	SFTPB
NM_006433.5	GNLY
NM_001302758.2	GNLY
NM_012483.4	GNLY
NR_106719.1	MIR6071
NR_038888.1	LOC284950
NM_001042437.2	ST3GAL5
NM_001354248.1	ST3GAL5
NM_001354247.1	ST3GAL5
NR_110569.1	ST3GAL5-AS1
NM_015425.6	POLR1A
NM_017952.6	PTCD3
NR_004378.1	SNORD94
NR_039939.1	MIR4779
NM_001363782.1	MRPL35
NM_145644.3	MRPL35
NM_016622.4	MRPL35
NM_018433.6	KDM3A
NM_001146688.2	KDM3A
NM_001198951.1	RNF103
NM_005667.4	RNF103
NM_001198952.2	RNF103
NM_022780.4	RMND5A
NM_001768.7	CD8A
NM_171827.4	CD8A
NR_027353.2	CD8A
NM_172101.5	CD8B
NM_172213.5	CD8B
NM_172102.5	CD8B
NM_001178100.2	CD8B
NM_004931.5	CD8B
NR_037931.1	ANAPC1P1
NM_001382344.1	RGPD1
NM_001032392.4	PLGLB1
NR_039928.1	MIR4771-1
NR_039634.1	MIR4435-1
NR_160651.1	ANAPC1P4
NM_002665.4	PLGLB2
NM_001330364.2	SMYD1
NM_198274.4	SMYD1
NR_039940.1	MIR4780
NM_001443.3	FABP1
NM_001135649.3	FOXI3
NM_152670.3	TEX37
NR_135540.1	EIF2AK3-DT
NR_015424.1	ANKRD36BP2
NR_039635.1	MIR4436A
NR_027238.1	LSP1P4
NR_136329.1	LOC101927050
NR_003503.1	GGT8P
NR_027714.1	ACTR3BP2
NR_038409.1	FAM95A
NR_003366.2	ANKRD20A8P
NM_144705.4	TEKT4
NM_001286559.2	TEKT4
NM_022440.3	MAL
NM_022439.3	MAL
NM_022438.3	MAL
NM_002371.4	MAL
NM_031902.5	MRPS5
NM_001321996.2	MRPS5
NM_001321995.2	MRPS5
NM_001321997.2	MRPS5
NR_136153.2	MRPS5
NR_136152.2	MRPS5
NM_001291604.2	ZNF2
NM_001017396.3	ZNF2
NM_001282398.2	ZNF2
NM_021088.4	ZNF2
NM_001291605.2	ZNF2
NM_013434.5	KCNIP3
NM_001034914.2	KCNIP3
NM_001164464.1	TRIM43B
NM_138800.3	TRIM43
NR_103734.1	LINC00342
NR_003698.1	FAHD2CP
NM_001321526.1	GPAT2
NM_207328.3	GPAT2
NM_001321529.1	GPAT2
NM_001321527.1	GPAT2
NM_001321528.1	GPAT2
NM_001321525.1	GPAT2
NM_001321530.1	GPAT2
NM_001321531.2	GPAT2
NM_000682.7	ADRA2B
NM_001002036.4	ASTL
NM_004418.4	DUSP2
NR_046322.1	STARD7-AS1
NR_145789.1	SNORA112
NM_017849.4	TMEM127
NM_001193304.3	TMEM127
NM_004804.3	CIAO1
NM_014014.5	SNRNP200
NM_001281712.2	NCAPH
NM_001281711.2	NCAPH
NM_001281710.2	NCAPH
NM_015341.5	NCAPH
NM_001285486.2	NEURL3
NM_001285485.2	NEURL3
NR_104346.2	NEURL3
NR_135564.1	LOC105373496
NM_001319093.2	ARID5A
NM_001319096.2	ARID5A
NM_001319094.2	ARID5A
NM_212481.3	ARID5A
NM_001319087.2	ARID5A
NM_001319085.2	ARID5A
NM_001319092.1	ARID5A
NM_001349259.2	KANSL3
NM_001349257.2	KANSL3
NM_001349258.2	KANSL3
NM_001115016.3	KANSL3
NM_001349261.2	KANSL3
NM_001349260.2	KANSL3
NM_001349262.2	KANSL3
NR_047658.2	KANSL3
NR_146099.2	KANSL3
NR_047653.2	KANSL3
NR_047654.2	KANSL3
NR_047657.2	KANSL3
NR_146098.2	KANSL3
NR_146102.2	KANSL3
NR_047655.2	KANSL3
NR_146101.2	KANSL3
NR_146100.2	KANSL3
NR_047656.2	KANSL3
NM_001349256.2	KANSL3
NM_001293083.2	FER1L5
NM_020184.4	CNNM4
NR_036074.1	MIR3127
NR_149141.1	CNNM3-DT
NM_199078.3	CNNM3
NM_017623.5	CNNM3
NM_144994.8	ANKRD23
NM_017789.5	SEMA4C
NM_001172667.2	FAM178B
NM_016490.5	FAM178B
NR_110209.1	LOC101927053
NM_001320848.2	FAHD2B
NM_199336.3	FAHD2B
NM_001320849.2	FAHD2B
NR_103732.1	LOC100506076
NR_103733.1	LOC100506076
NM_001353337.2	ANKRD36B
NM_001862.3	COX5B
NM_005735.4	ACTR1B
NM_001079.4	ZAP70
NM_001378594.1	ZAP70
NM_207519.2	ZAP70
NM_001079878.2	CNGA3
NM_001298.3	CNGA3
NM_014044.7	UNC50
NM_001330353.2	UNC50
NM_001330354.2	UNC50
NM_001160154.2	MGAT4A
NM_012214.3	MGAT4A
NR_126337.1	LINC02611
NM_144706.4	C2orf15
NM_001317992.2	C2orf15
NR_146055.2	TSGA10
NR_146053.2	TSGA10
NR_146054.1	TSGA10
NM_145199.3	LIPT1
NM_015929.4	LIPT1
NM_145198.3	LIPT1
NM_145197.3	LIPT1
NR_037936.2	LIPT1
NM_001204830.2	LIPT1
NR_037935.2	LIPT1
NM_001320417.2	MITD1
NM_001320418.2	MITD1
NM_138798.3	MITD1
NM_001320419.2	MITD1
NM_145212.4	MRPL30
NR_028356.2	MRPL30
NM_175735.3	LYG2
NM_174898.3	LYG1
NM_001371380.1	LYG1
NM_005783.4	TXNDC9
NM_001321455.2	REV1
NM_001321459.2	REV1
NM_001321460.2	REV1
NM_001321454.2	REV1
NM_016316.4	REV1
NM_001321458.2	REV1
NM_001037872.3	REV1
NR_135650.2	REV1
NR_135649.2	REV1
NR_135652.2	REV1
NR_135653.2	REV1
NR_135651.2	REV1
NR_103730.1	LINC01104
NM_004854.5	CHST10
NM_001011717.1	NMS
NR_146956.1	LINC01849
NR_110213.1	NPAS2-AS1
NM_001099693.2	RPL31
NM_000993.5	RPL31
NM_001098577.3	RPL31
NR_135594.1	TBC1D8-AS1
NM_017546.5	CNOT11
NR_003070.1	SNORD89
NM_173647.4	RNF149
NR_049881.1	MIR5696
NM_001367509.1	RFX8
NM_001367508.1	RFX8
NM_001367510.1	RFX8
NM_001145664.2	RFX8
NR_103791.1	LINC01127
NM_001320983.1	IL1R1
NM_001320984.1	IL1R1
NM_001320985.1	IL1R1
NM_001351448.1	IL1RL2
NM_001351447.1	IL1RL2
NM_001351450.2	IL1RL2
NM_003854.4	IL1RL2
NM_001351449.2	IL1RL2
NM_001351446.2	IL1RL2
NM_001282408.2	IL1RL1
NM_016232.5	IL1RL1
NM_003856.4	IL1RL1
NR_104167.2	IL1RL1
NM_001371420.1	IL18R1
NM_001371419.1	IL18R1
NM_001371421.1	IL18R1
NM_001371424.1	IL18R1
NM_001371423.1	IL18R1
NM_001371422.1	IL18R1
NM_001371418.1	IL18R1
NM_003855.5	IL18R1
NM_001282399.2	IL18R1
NM_003853.3	IL18RAP
NR_039930.1	MIR4772
NM_001011552.4	SLC9A4
NM_001322080.2	MFSD9
NM_001322081.2	MFSD9
NM_032718.5	MFSD9
NR_136173.2	MFSD9
NR_136174.2	MFSD9
NR_135562.1	LINC01796
NR_135530.1	LINC01935
NR_037885.2	LOC100287010
NR_135589.1	LINC01831
NR_038231.1	LINC01114
NR_037883.1	PANTR1
NR_131235.1	PANTR1
NR_131234.1	PANTR1
NR_131233.1	PANTR1
NM_006236.3	POU3F3
NR_110373.1	LINC01159
NR_110374.1	LINC01159
NM_182640.3	MRPS9
NR_110227.1	MRPS9-AS1
NR_136172.1	LINC01918
NM_007227.3	GPR45
NM_001286537.2	C2orf49
NM_024093.3	C2orf49
NM_201555.2	FHL2
NM_001318898.2	FHL2
NM_001450.4	FHL2
NM_001318899.2	FHL2
NM_001039492.3	FHL2
NM_001318896.2	FHL2
NM_001318895.3	FHL2
NM_001318894.1	FHL2
NR_038891.1	LOC285000
NM_001004720.3	NCK2
NM_001253876.2	UXS1
NM_001377509.1	UXS1
NM_001377506.1	UXS1
NM_001253875.2	UXS1
NM_001377507.1	UXS1
NM_001377504.1	UXS1
NM_025076.5	UXS1
NM_001377508.1	UXS1
NM_001377505.1	UXS1
NR_165308.1	UXS1
NR_045607.2	UXS1
NR_157576.1	ANAPC1P6
NR_003506.3	PLGLA
NM_001144013.2	RGPD3
NM_001349727.2	CD8B2
NM_001368307.2	CD8B2
NR_146968.1	LINC01886
NR_024439.1	RGPD4-AS1
NM_182588.3	RGPD4
NM_001305006.3	SLC5A7
NM_001305005.3	SLC5A7
NM_001305007.3	SLC5A7
NM_021815.5	SLC5A7
NR_135071.1	LINC01593
NM_001320878.2	SULT1C3
NM_001008743.3	SULT1C3
NR_037191.1	SULT1C2P1
NM_001321770.2	SULT1C4
NM_006588.4	SULT1C4
NR_135779.2	SULT1C4
NR_135776.2	SULT1C4
NM_181453.4	GCC2
NR_028063.2	GCC2
NR_135290.1	GCC2-AS1
NM_001371498.1	LIMS1
NM_001371497.1	LIMS1
NM_004987.6	LIMS1
NM_001193488.2	LIMS1
NM_001193482.2	LIMS1
NM_001371500.1	LIMS1
NM_001193484.2	LIMS1
NM_001371499.1	LIMS1
NM_001193485.3	LIMS1
NM_001371494.1	LIMS1
NR_149074.1	LIMS1-AS1
NM_006267.5	RANBP2
NR_029193.1	SH3RF3-AS1
NR_036223.1	MIR4265
NR_036224.1	MIR4266
NM_023016.4	SOWAHC
NM_032260.3	RGPD5
NM_005054.3	RGPD5
NR_027145.2	LIMS3-LOC440895
NM_033514.5	LIMS3
NR_027467.3	LIMS3
NR_027142.1	LOC440895
NR_027143.3	LOC440895
NR_046112.1	LINC01123
NR_046111.1	LINC01123
NR_046110.1	LINC01123
NR_036225.1	MIR4267
NM_005434.5	MALL
NM_001371560.1	MALL
NM_001371559.1	MALL
NR_039941.1	MIR4436B1
NM_001384134.1	MTLN
NR_049830.1	MIR4436B2
NR_027244.1	LINC01106
NR_037627.1	LOC100288570
NM_001371340.3	LIMS4
NR_038099.1	LIMS4
NM_001205288.2	LIMS4
NM_001037866.2	RGPD6
NR_135529.1	LOC105373553
NR_132975.1	SNORD132
NR_122074.1	ACOXL-AS1
NM_207002.3	BCL2L11
NM_001204113.1	BCL2L11
NM_138627.4	BCL2L11
NM_001204106.2	BCL2L11
NM_001204110.2	BCL2L11
NM_207003.3	BCL2L11
NM_138625.4	BCL2L11
NM_001204111.2	BCL2L11
NM_001204112.2	BCL2L11
NM_006538.5	BCL2L11
NM_138623.4	BCL2L11
NM_138626.4	BCL2L11
NM_001204109.2	BCL2L11
NM_138621.5	BCL2L11
NM_138622.4	BCL2L11
NM_138624.4	BCL2L11
NM_001204107.1	BCL2L11
NM_001204108.1	BCL2L11
NR_039636.1	MIR4435-2
NR_039929.1	MIR4771-2
NM_001128165.2	FBLN7
NM_153214.3	FBLN7
NM_198581.3	ZC3H6
NM_001164463.1	RGPD8
NR_136321.1	LOC105373562
NM_001282772.2	POLR1B
NM_001282776.2	POLR1B
NM_001137604.3	POLR1B
NM_001282779.2	POLR1B
NM_001371971.1	POLR1B
NM_001282774.2	POLR1B
NM_019014.6	POLR1B
NM_001371969.1	POLR1B
NM_001282777.2	POLR1B
NM_001371970.1	POLR1B
NM_001304353.2	CHCHD5
NR_163920.1	CHCHD5
NM_001371322.1	CHCHD5
NM_032309.4	CHCHD5
NM_001371323.1	CHCHD5
NM_001304354.2	CHCHD5
NR_033871.1	FLJ42351
NM_005415.5	SLC20A1
NM_001350494.2	NT5DC4
NM_001371554.1	IL1A
NM_000575.5	IL1A
NM_000576.3	IL1B
NM_173203.2	IL37
NM_173202.2	IL37
NM_173204.2	IL37
NM_014439.4	IL37
NM_173205.2	IL37
NM_001278568.2	IL36G
NM_019618.4	IL36G
NM_014440.3	IL36A
NM_014438.5	IL36B
NM_173178.3	IL36B
NM_173170.1	IL36RN
NM_012275.3	IL36RN
NM_173161.3	IL1F10
NM_032556.6	IL1F10
NM_000577.5	IL1RN
NM_173843.3	IL1RN
NM_173841.3	IL1RN
NM_001318914.2	IL1RN
NM_001379360.1	IL1RN
NM_173842.3	IL1RN
NM_012455.3	PSD4
NR_047570.1	PAX8-AS1
NR_015377.2	PAX8-AS1
NM_001330337.1	CBWD2
NM_001330336.1	CBWD2
NM_172003.3	CBWD2
NM_001330342.1	CBWD2
NM_001330339.1	CBWD2
NM_001330340.1	CBWD2
NR_138473.1	CBWD2
NR_138474.1	CBWD2
NM_012184.4	FOXD4L1
NR_146438.1	PGM5P4
NR_121187.1	PGM5P4-AS1
NR_146439.1	PGM5P4
NR_026821.1	FAM138B
NR_031632.1	MIR1302-3
NR_024077.2	WASH2P
NR_024005.3	DDX11L2
NR_024004.2	DDX11L2
NR_024528.1	RPL23AP7
NR_024529.1	RPL23AP7
NR_000029.3	RPL23AP7
NR_024530.1	RPL23AP7
NR_024531.1	RPL23AP7
NM_001354426.2	RABL2A
NM_001354424.2	RABL2A
NM_001354421.2	RABL2A
NM_001354418.2	RABL2A
NM_001354428.2	RABL2A
NM_001354427.2	RABL2A
NM_007082.5	RABL2A
NM_013412.4	RABL2A
NM_001306160.3	RABL2A
NM_001354417.2	RABL2A
NM_001306159.2	RABL2A
NM_001306158.2	RABL2A
NM_001354407.2	RABL2A
NM_001354425.2	RABL2A
NM_001306161.2	RABL2A
NM_001354419.2	RABL2A
NM_001354416.2	RABL2A
NM_001354410.2	RABL2A
NM_001354412.2	RABL2A
NM_001354406.2	RABL2A
NM_001354423.2	RABL2A
NM_001354413.2	RABL2A
NM_001354408.2	RABL2A
NM_001354405.2	RABL2A
NM_001354414.2	RABL2A
NM_001354409.2	RABL2A
NR_148879.2	RABL2A
NR_148882.2	RABL2A
NR_148880.2	RABL2A
NR_148881.2	RABL2A
NM_001330314.2	SLC35F5
NM_001330315.2	SLC35F5
NM_025181.5	SLC35F5
NM_001330316.2	SLC35F5
NR_104470.3	SLC35F5
NR_039943.1	MIR4782
NM_001330317.2	SLC35F5
NR_110174.1	ACTR3-AS1
NR_148507.1	LINC01191
NR_034130.1	LOC100499194
NR_034128.1	LINC01191
NR_148509.1	LINC01191
NR_148508.1	LINC01191
NR_132105.1	DPP10-AS3
NR_036580.1	DPP10-AS1
NM_006773.4	DDX18
NR_158150.1	LOC107985939
NM_001321330.2	INSIG2
NM_001321333.2	INSIG2
NM_001321331.2	INSIG2
NM_016133.4	INSIG2
NM_001321332.2	INSIG2
NM_001321329.2	INSIG2
NR_144530.1	THORLNC
NR_110272.1	LOC101927709
NM_001426.4	EN1
NM_006770.4	MARCO
NM_182528.4	C1QL2
NM_001008410.2	STEAP3
NM_138637.3	STEAP3
